,Index,Node,Nbr_Node,Nbr_Count,Hello_Cnt,AODV_Msg_Nbr_Cnt,RREQs_Sent_To_Nbr,RREQs_From_Nbr,Nbr_Never_Sends_RREQ,Nbr_Is_Orig_Cnt,Nbr_Never_Orig,Nbr_Is_Dest_Cnt,Nbr_Never_Dest,All_RREPs_Rcvd_This_Node,RREPs_From_Nbr,RREP_Resp_Pct,Pct_Of_All_RREPs,Hop_Cnt_Over_1_Cnt,Hop_Cnt_Over_1_Pct,High_Dest_Seq_Num_Inc_Cnt,High_Dest_Seq_Num_Inc_Pct,Avg_Resp_Dly,Avg_Resp_Dly_Per_Hop,RERRs_From_Nbr,RERRs_From_Nbr_Pct,Pct_of_All_Nbrs,RREP_To_Nbrs_Ratio,Black_Hole_Node
481,482,10.1.1.6,10.1.1.24,43,25,43,225,30,FALSE,1,FALSE,0,TRUE,360,7,3.11,1.94,6,85.71,0,0,2.243539857,0.355966874,6,85.71,2.33,0.832618026,FALSE
482,483,10.1.1.6,10.1.1.23,43,19,9,225,9,FALSE,0,TRUE,0,TRUE,360,0,0,0,0,,0,,,,0,,2.33,0,FALSE
483,484,10.1.1.6,10.1.1.45,43,29,136,225,70,FALSE,0,TRUE,0,TRUE,360,47,20.89,13.06,36,76.6,0,0,3.851766383,0.747729039,19,40.43,2.33,5.605150215,FALSE
484,485,10.1.1.6,10.1.1.21,43,20,55,225,32,FALSE,0,TRUE,0,TRUE,360,15,6.67,4.17,14,93.33,0,0,4.446393267,0.72640563,8,53.33,2.33,1.789699571,FALSE
485,486,10.1.1.6,10.1.1.11,43,2,85,225,42,FALSE,10,FALSE,0,TRUE,360,30,13.33,8.33,29,96.67,0,0,4.317593567,0.681505502,13,43.33,2.33,3.575107296,FALSE
486,487,10.1.1.6,10.1.1.41,43,3,120,225,61,FALSE,0,TRUE,0,TRUE,360,42,18.67,11.67,35,83.33,0,0,3.236375262,0.451360428,17,40.48,2.33,5.008583691,FALSE
487,488,10.1.1.6,10.1.1.12,43,2,58,225,0,TRUE,0,TRUE,0,TRUE,225,225,100,100,0,0,225,100,3.1190257,0.657134569,0,0,2.33,42.91845494,TRUE
488,489,10.1.1.6,10.1.1.13,43,6,77,225,58,FALSE,10,FALSE,0,TRUE,360,12,5.33,3.33,9,75,0,0,1.59452325,0.241236899,7,58.33,2.33,1.429184549,FALSE
489,490,10.1.1.6,10.1.1.19,43,1,29,225,27,FALSE,4,FALSE,0,TRUE,360,2,0.89,0.56,0,0,0,0,0.756447,0.3782235,0,0,2.33,0.240343348,FALSE
490,491,10.1.1.6,10.1.1.16,43,3,69,225,36,FALSE,12,FALSE,0,TRUE,360,9,4,2.5,6,66.67,0,0,0.916326222,0.143916027,24,266.67,2.33,1.072961373,FALSE
491,492,10.1.1.6,10.1.1.25,43,2,3,225,2,FALSE,1,FALSE,0,TRUE,360,0,0,0,0,,0,,,,1,,2.33,0,FALSE
492,493,10.1.1.6,10.1.1.18,43,7,26,225,20,FALSE,3,FALSE,0,TRUE,360,3,1.33,0.83,2,66.67,0,0,2.943875,0.352890801,3,100,2.33,0.356223176,FALSE
493,494,10.1.1.6,10.1.1.22,43,4,50,225,15,FALSE,1,FALSE,0,TRUE,360,15,6.67,4.17,14,93.33,0,0,2.834,0.321388002,20,133.33,2.33,1.789699571,FALSE
494,495,10.1.1.7,10.1.1.9,40,31,0,106,0,TRUE,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.5,0,FALSE
495,496,10.1.1.7,10.1.1.8,40,162,159,106,93,FALSE,4,FALSE,0,TRUE,287,41,38.68,14.29,22,53.66,0,0,1.934244317,0.469235692,25,60.98,2.5,5.716,FALSE
496,497,10.1.1.7,10.1.1.14,40,35,20,106,18,FALSE,12,FALSE,0,TRUE,287,1,0.94,0.35,1,100,0,0,2.256172,0.752057333,1,100,2.5,0.14,FALSE
497,498,10.1.1.7,10.1.1.39,40,79,57,106,40,FALSE,0,TRUE,0,TRUE,287,5,4.72,1.74,1,20,0,0,1.4826728,0.741192333,12,240,2.5,0.696,FALSE
498,499,10.1.1.7,10.1.1.43,40,20,24,106,15,FALSE,0,TRUE,0,TRUE,287,3,2.83,1.05,3,100,0,0,1.939355333,0.646451778,6,200,2.5,0.42,FALSE
499,500,10.1.1.7,10.1.1.15,40,13,0,106,0,TRUE,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.5,0,FALSE
500,501,10.1.1.7,10.1.1.28,40,54,0,106,0,TRUE,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.5,0,FALSE
501,502,10.1.1.7,10.1.1.16,40,48,0,106,0,TRUE,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.5,0,FALSE
502,503,10.1.1.7,10.1.1.46,40,34,14,106,11,FALSE,0,TRUE,0,TRUE,287,1,0.94,0.35,1,100,0,0,4.523739,0.9047478,2,200,2.5,0.14,FALSE
503,504,10.1.1.7,10.1.1.35,40,9,0,106,0,TRUE,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.5,0,FALSE
504,505,10.1.1.7,10.1.1.29,40,50,0,106,0,TRUE,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.5,0,FALSE
505,506,10.1.1.7,10.1.1.36,40,18,0,106,0,TRUE,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.5,0,FALSE
506,507,10.1.1.7,10.1.1.6,40,56,10,106,8,FALSE,0,TRUE,0,TRUE,287,2,1.89,0.7,0,0,0,0,0.745727,0.3728635,0,0,2.5,0.28,FALSE
507,508,10.1.1.7,10.1.1.10,40,63,0,106,0,TRUE,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.5,0,FALSE
508,509,10.1.1.7,10.1.1.26,40,35,113,106,38,FALSE,1,FALSE,0,TRUE,287,31,29.25,10.8,27,87.1,0,0,2.506343484,0.378553497,44,141.94,2.5,4.32,FALSE
509,510,10.1.1.7,10.1.1.38,40,68,17,106,14,FALSE,0,TRUE,0,TRUE,287,1,0.94,0.35,1,100,0,0,1.002304,0.125288,2,200,2.5,0.14,FALSE
510,511,10.1.1.7,10.1.1.5,40,29,10,106,4,FALSE,0,TRUE,0,TRUE,287,4,3.77,1.39,3,75,0,0,2.22873025,0.846594083,2,50,2.5,0.556,FALSE
511,512,10.1.1.7,10.1.1.34,40,14,0,106,0,TRUE,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.5,0,FALSE
512,513,10.1.1.7,10.1.1.33,40,42,42,106,18,FALSE,0,TRUE,0,TRUE,287,17,16.04,5.92,12,70.59,0,0,2.334111176,0.454241982,7,41.18,2.5,2.368,FALSE
513,514,10.1.1.7,10.1.1.2,40,14,78,106,25,FALSE,0,TRUE,0,TRUE,287,42,39.62,14.63,37,88.1,0,0,3.587768095,0.695995448,11,26.19,2.5,5.852,FALSE
514,515,10.1.1.7,10.1.1.25,40,17,44,106,16,FALSE,0,TRUE,0,TRUE,287,5,4.72,1.74,1,20,0,0,3.107503,1.1711289,23,460,2.5,0.696,FALSE
515,516,10.1.1.7,10.1.1.47,40,35,33,106,12,FALSE,0,TRUE,0,TRUE,287,11,10.38,3.83,10,90.91,0,0,4.853994091,0.664006828,10,90.91,2.5,1.532,FALSE
516,517,10.1.1.7,10.1.1.37,40,16,40,106,9,FALSE,0,TRUE,0,TRUE,287,6,5.66,2.09,6,100,0,0,0.155869333,0.038967333,25,416.67,2.5,0.836,FALSE
517,518,10.1.1.7,10.1.1.27,40,20,6,106,3,FALSE,0,TRUE,0,TRUE,287,1,0.94,0.35,1,100,0,0,0.020226,0.006742,2,200,2.5,0.14,FALSE
518,519,10.1.1.7,10.1.1.1,40,25,42,106,23,FALSE,0,TRUE,0,TRUE,287,14,13.21,4.88,12,85.71,0,0,3.646558643,0.693390975,5,35.71,2.5,1.952,FALSE
519,520,10.1.1.7,10.1.1.44,40,23,0,106,0,TRUE,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.5,0,FALSE
520,521,10.1.1.7,10.1.1.3,40,13,16,106,0,TRUE,0,TRUE,0,TRUE,106,106,100,100,0,0,106,100,0.348684333,0.1745285,0,0,2.5,40,TRUE
521,522,10.1.1.7,10.1.1.20,40,73,26,106,26,FALSE,6,FALSE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.5,0,FALSE
522,523,10.1.1.7,10.1.1.49,40,16,0,106,0,TRUE,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.5,0,FALSE
523,524,10.1.1.7,10.1.1.18,40,67,63,106,30,FALSE,1,FALSE,0,TRUE,287,19,17.92,6.62,15,78.95,0,0,3.565632105,0.61182815,14,73.68,2.5,2.648,FALSE
524,525,10.1.1.7,10.1.1.32,40,26,73,106,22,FALSE,1,FALSE,0,TRUE,287,19,17.92,6.62,15,78.95,0,0,1.904283579,0.400431144,32,168.42,2.5,2.648,FALSE
525,526,10.1.1.7,10.1.1.17,40,18,7,106,7,FALSE,5,FALSE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.5,0,FALSE
526,527,10.1.1.7,10.1.1.31,40,40,90,106,46,FALSE,1,FALSE,0,TRUE,287,26,24.53,9.06,21,80.77,0,0,2.472342731,0.47209951,18,69.23,2.5,3.624,FALSE
527,528,10.1.1.7,10.1.1.4,40,22,23,106,0,TRUE,0,TRUE,0,TRUE,106,106,100,100,0,0,106,100,1.006492,0.503246,0,0,2.5,40,TRUE
528,529,10.1.1.7,10.1.1.22,40,26,86,106,42,FALSE,1,FALSE,0,TRUE,287,20,18.87,6.97,12,60,0,0,1.30792345,0.381684775,24,120,2.5,2.788,FALSE
529,530,10.1.1.7,10.1.1.42,40,10,22,106,12,FALSE,0,TRUE,0,TRUE,287,4,3.77,1.39,3,75,0,0,0.6902275,0.188759875,6,150,2.5,0.556,FALSE
530,531,10.1.1.7,10.1.1.40,40,14,10,106,10,FALSE,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.5,0,FALSE
531,532,10.1.1.7,10.1.1.30,40,10,42,106,22,FALSE,0,TRUE,0,TRUE,287,9,8.49,3.14,4,44.44,0,0,2.235530667,0.530503383,11,122.22,2.5,1.256,FALSE
532,533,10.1.1.7,10.1.1.23,40,5,14,106,11,FALSE,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,3,,2.5,0,FALSE
533,534,10.1.1.7,10.1.1.48,40,1,2,106,0,TRUE,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,2,,2.5,0,FALSE
534,535,10.1.1.8,10.1.1.9,40,144,485,234,183,FALSE,7,FALSE,0,TRUE,1184,217,92.74,18.33,157,72.35,0,0,2.990408424,0.731221361,85,39.17,2.5,7.332,FALSE
535,536,10.1.1.8,10.1.1.17,40,17,203,234,83,FALSE,36,FALSE,0,TRUE,1184,55,23.5,4.65,35,63.64,0,0,2.563672436,0.802737313,65,118.18,2.5,1.86,FALSE
536,537,10.1.1.8,10.1.1.6,40,27,47,234,18,FALSE,1,FALSE,0,TRUE,1184,23,9.83,1.94,17,73.91,0,0,3.41078487,0.851447867,6,26.09,2.5,0.776,FALSE
537,538,10.1.1.8,10.1.1.43,40,12,101,234,42,FALSE,0,TRUE,0,TRUE,1184,34,14.53,2.87,28,82.35,0,0,3.875183147,0.995377694,25,73.53,2.5,1.148,FALSE
538,539,10.1.1.8,10.1.1.15,40,9,0,234,0,TRUE,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.5,0,FALSE
539,540,10.1.1.8,10.1.1.7,40,10,0,234,0,TRUE,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.5,0,FALSE
540,541,10.1.1.8,10.1.1.33,40,29,150,234,46,FALSE,1,FALSE,0,TRUE,1184,79,33.76,6.67,67,84.81,0,0,3.382966671,0.865476273,25,31.65,2.5,2.668,FALSE
541,542,10.1.1.8,10.1.1.49,40,36,0,234,0,TRUE,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.5,0,FALSE
542,543,10.1.1.8,10.1.1.10,40,67,89,234,40,FALSE,1,FALSE,0,TRUE,1184,17,7.26,1.44,15,88.24,0,0,1.557160471,0.198147932,32,188.24,2.5,0.576,FALSE
543,544,10.1.1.8,10.1.1.39,40,27,0,234,0,TRUE,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.5,0,FALSE
544,545,10.1.1.8,10.1.1.14,40,44,0,234,0,TRUE,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.5,0,FALSE
545,546,10.1.1.8,10.1.1.35,40,23,0,234,0,TRUE,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.5,0,FALSE
546,547,10.1.1.8,10.1.1.36,40,28,0,234,0,TRUE,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.5,0,FALSE
547,548,10.1.1.8,10.1.1.46,40,21,0,234,0,TRUE,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.5,0,FALSE
548,549,10.1.1.8,10.1.1.29,40,109,334,234,147,FALSE,0,TRUE,0,TRUE,1184,107,45.73,9.04,93,86.92,0,0,3.018621579,0.66740268,80,74.77,2.5,3.616,FALSE
549,550,10.1.1.8,10.1.1.32,40,40,0,234,0,TRUE,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.5,0,FALSE
550,551,10.1.1.8,10.1.1.34,40,29,82,234,26,FALSE,1,FALSE,0,TRUE,1184,37,15.81,3.12,31,83.78,0,0,2.661683865,0.757371391,19,51.35,2.5,1.248,FALSE
551,552,10.1.1.8,10.1.1.25,40,35,90,234,39,FALSE,0,TRUE,0,TRUE,1184,18,7.69,1.52,12,66.67,0,0,2.008725,0.287960529,33,183.33,2.5,0.608,FALSE
552,553,10.1.1.8,10.1.1.26,40,30,0,234,0,TRUE,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.5,0,FALSE
553,554,10.1.1.8,10.1.1.2,40,30,114,234,54,FALSE,0,TRUE,0,TRUE,1184,41,17.52,3.46,31,75.61,0,0,1.876482146,0.48280956,19,46.34,2.5,1.384,FALSE
554,555,10.1.1.8,10.1.1.37,40,20,173,234,61,FALSE,1,FALSE,0,TRUE,1184,76,32.48,6.42,66,86.84,0,0,3.228756934,0.740633136,36,47.37,2.5,2.568,FALSE
555,556,10.1.1.8,10.1.1.27,40,37,40,234,18,FALSE,0,TRUE,0,TRUE,1184,10,4.27,0.84,9,90,0,0,2.3400583,0.293118515,12,120,2.5,0.336,FALSE
556,557,10.1.1.8,10.1.1.38,40,52,0,234,0,TRUE,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.5,0,FALSE
557,558,10.1.1.8,10.1.1.1,40,12,0,234,0,TRUE,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.5,0,FALSE
558,559,10.1.1.8,10.1.1.20,40,18,0,234,0,TRUE,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.5,0,FALSE
559,560,10.1.1.8,10.1.1.18,40,16,0,234,0,TRUE,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.5,0,FALSE
560,561,10.1.1.8,10.1.1.47,40,30,76,234,40,FALSE,0,TRUE,0,TRUE,1184,29,12.39,2.45,14,48.28,0,0,2.468040828,1.081613283,7,24.14,2.5,0.98,FALSE
561,562,10.1.1.8,10.1.1.31,40,18,0,234,0,TRUE,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.5,0,FALSE
562,563,10.1.1.8,10.1.1.3,40,25,73,234,0,TRUE,0,TRUE,0,TRUE,234,234,100,100,0,0,234,100,1.832868233,0.662564984,0,0,2.5,40,TRUE
563,564,10.1.1.8,10.1.1.4,40,25,95,234,0,TRUE,0,TRUE,0,TRUE,234,234,100,100,0,0,234,100,2.995734405,0.86272802,0,0,2.5,40,TRUE
564,565,10.1.1.8,10.1.1.48,40,16,236,234,73,FALSE,0,TRUE,0,TRUE,1184,125,53.42,10.56,118,94.4,0,0,3.42801128,0.775632468,38,30.4,2.5,4.224,FALSE
565,566,10.1.1.8,10.1.1.23,40,8,102,234,35,FALSE,0,TRUE,0,TRUE,1184,34,14.53,2.87,32,94.12,0,0,3.648371882,0.805841534,33,97.06,2.5,1.148,FALSE
566,567,10.1.1.8,10.1.1.30,40,1,91,234,27,FALSE,0,TRUE,0,TRUE,1184,44,18.8,3.72,44,100,0,0,4.2857165,0.862197107,20,45.45,2.5,1.488,FALSE
567,568,10.1.1.8,10.1.1.5,40,4,46,234,10,FALSE,0,TRUE,0,TRUE,1184,29,12.39,2.45,27,93.1,0,0,4.118015586,1.05105118,7,24.14,2.5,0.98,FALSE
568,569,10.1.1.8,10.1.1.19,40,19,186,234,71,FALSE,5,FALSE,0,TRUE,1184,64,27.35,5.41,62,96.88,1,1.56,3.354577547,0.661208257,51,79.69,2.5,2.164,FALSE
569,570,10.1.1.8,10.1.1.11,40,5,62,234,29,FALSE,8,FALSE,0,TRUE,1184,20,8.55,1.69,19,95,0,0,3.0914754,0.609619261,13,65,2.5,0.676,FALSE
570,571,10.1.1.8,10.1.1.21,40,10,104,234,37,FALSE,1,FALSE,0,TRUE,1184,32,13.68,2.7,28,87.5,0,0,3.063955,0.507560322,35,109.38,2.5,1.08,FALSE
571,572,10.1.1.8,10.1.1.41,40,10,79,234,28,FALSE,0,TRUE,0,TRUE,1184,20,8.55,1.69,8,40,0,0,0.49981545,0.060408129,31,155,2.5,0.676,FALSE
572,573,10.1.1.8,10.1.1.12,40,7,33,234,0,TRUE,0,TRUE,0,TRUE,234,234,100,100,0,0,234,100,1.951890333,0.623263528,0,0,2.5,40,TRUE
573,574,10.1.1.8,10.1.1.13,40,4,7,234,4,FALSE,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,3,,2.5,0,FALSE
574,575,10.1.1.9,10.1.1.33,42,31,36,232,15,FALSE,0,TRUE,0,TRUE,664,17,7.33,2.56,15,88.24,0,0,4.015861412,1.027065436,4,23.53,2.38,1.075630252,FALSE
575,576,10.1.1.9,10.1.1.17,42,1,0,232,0,TRUE,0,TRUE,0,TRUE,664,0,0,0,0,,0,,,,0,,2.38,0,FALSE
576,577,10.1.1.9,10.1.1.49,42,25,58,232,22,FALSE,0,TRUE,0,TRUE,664,23,9.91,3.46,23,100,0,0,2.664108957,0.527181183,13,56.52,2.38,1.453781513,FALSE
577,578,10.1.1.9,10.1.1.6,42,50,0,232,0,TRUE,0,TRUE,0,TRUE,664,0,0,0,0,,0,,,,0,,2.38,0,FALSE
578,579,10.1.1.9,10.1.1.10,42,141,385,232,209,FALSE,1,FALSE,0,TRUE,664,92,39.66,13.86,79,85.87,0,0,2.838714478,0.534675272,84,91.3,2.38,5.823529412,FALSE
579,580,10.1.1.9,10.1.1.15,42,9,0,232,0,TRUE,0,TRUE,0,TRUE,664,0,0,0,0,,0,,,,0,,2.38,0,FALSE
580,581,10.1.1.9,10.1.1.7,42,30,0,232,0,TRUE,0,TRUE,0,TRUE,664,0,0,0,0,,0,,,,0,,2.38,0,FALSE
581,582,10.1.1.9,10.1.1.14,42,34,0,232,0,TRUE,0,TRUE,0,TRUE,664,0,0,0,0,,0,,,,0,,2.38,0,FALSE
582,583,10.1.1.9,10.1.1.29,42,72,56,232,30,FALSE,0,TRUE,0,TRUE,664,8,3.45,1.2,6,75,0,0,2.509091375,0.336877982,18,225,2.38,0.504201681,FALSE
583,584,10.1.1.9,10.1.1.8,42,65,0,232,0,TRUE,0,TRUE,0,TRUE,664,0,0,0,0,,0,,,,0,,2.38,0,FALSE
584,585,10.1.1.9,10.1.1.46,42,10,0,232,0,TRUE,0,TRUE,0,TRUE,664,0,0,0,0,,0,,,,0,,2.38,0,FALSE
585,586,10.1.1.9,10.1.1.36,42,15,0,232,0,TRUE,0,TRUE,0,TRUE,664,0,0,0,0,,0,,,,0,,2.38,0,FALSE
586,587,10.1.1.9,10.1.1.28,42,40,0,232,0,TRUE,0,TRUE,0,TRUE,664,0,0,0,0,,0,,,,0,,2.38,0,FALSE
587,588,10.1.1.9,10.1.1.35,42,3,0,232,0,TRUE,0,TRUE,0,TRUE,664,0,0,0,0,,0,,,,0,,2.38,0,FALSE
588,589,10.1.1.9,10.1.1.26,42,11,0,232,0,TRUE,0,TRUE,0,TRUE,664,0,0,0,0,,0,,,,0,,2.38,0,FALSE
589,590,10.1.1.9,10.1.1.38,42,66,0,232,0,TRUE,0,TRUE,0,TRUE,664,0,0,0,0,,0,,,,0,,2.38,0,FALSE
590,591,10.1.1.9,10.1.1.34,42,5,0,232,0,TRUE,0,TRUE,0,TRUE,664,0,0,0,0,,0,,,,0,,2.38,0,FALSE
591,592,10.1.1.9,10.1.1.5,42,16,28,232,14,FALSE,0,TRUE,0,TRUE,664,10,4.31,1.51,9,90,0,0,4.09205,0.904314848,4,40,2.38,0.634453782,FALSE
592,593,10.1.1.9,10.1.1.39,42,22,0,232,0,TRUE,0,TRUE,0,TRUE,664,0,0,0,0,,0,,,,0,,2.38,0,FALSE
593,594,10.1.1.9,10.1.1.2,42,18,56,232,28,FALSE,0,TRUE,0,TRUE,664,12,5.17,1.81,8,66.67,0,0,3.027833167,0.499139518,16,133.33,2.38,0.760504202,FALSE
594,595,10.1.1.9,10.1.1.47,42,22,0,232,0,TRUE,0,TRUE,0,TRUE,664,0,0,0,0,,0,,,,0,,2.38,0,FALSE
595,596,10.1.1.9,10.1.1.27,42,35,160,232,62,FALSE,0,TRUE,0,TRUE,664,64,27.59,9.64,54,84.38,0,0,2.503116969,0.588646717,34,53.12,2.38,4.050420168,FALSE
596,597,10.1.1.9,10.1.1.1,42,15,0,232,0,TRUE,0,TRUE,0,TRUE,664,0,0,0,0,,0,,,,0,,2.38,0,FALSE
597,598,10.1.1.9,10.1.1.16,42,39,23,232,17,FALSE,6,FALSE,0,TRUE,664,4,1.72,0.6,4,100,0,0,3.89223625,0.573601448,2,50,2.38,0.25210084,FALSE
598,599,10.1.1.9,10.1.1.32,42,46,52,232,23,FALSE,0,TRUE,0,TRUE,664,15,6.47,2.26,15,100,0,0,1.9744162,0.306080759,14,93.33,2.38,0.949579832,FALSE
599,600,10.1.1.9,10.1.1.18,42,19,0,232,0,TRUE,0,TRUE,0,TRUE,664,0,0,0,0,,0,,,,0,,2.38,0,FALSE
600,601,10.1.1.9,10.1.1.20,42,17,0,232,0,TRUE,0,TRUE,0,TRUE,664,0,0,0,0,,0,,,,0,,2.38,0,FALSE
601,602,10.1.1.9,10.1.1.3,42,19,0,232,0,TRUE,0,TRUE,0,TRUE,232,232,100,100,0,0,232,100,,,0,0,2.38,42.01680672,TRUE
602,603,10.1.1.9,10.1.1.31,42,9,9,232,2,FALSE,0,TRUE,0,TRUE,664,3,1.29,0.45,3,100,0,0,4.518877,0.645553857,4,133.33,2.38,0.18907563,FALSE
603,604,10.1.1.9,10.1.1.4,42,11,34,232,0,TRUE,0,TRUE,0,TRUE,232,232,100,100,0,0,232,100,2.792002875,0.576321601,0,0,2.38,42.01680672,TRUE
604,605,10.1.1.9,10.1.1.48,42,19,136,232,52,FALSE,0,TRUE,0,TRUE,664,60,25.86,9.04,60,100,0,0,3.62403705,0.621368759,24,40,2.38,3.798319328,FALSE
605,606,10.1.1.9,10.1.1.43,42,5,48,232,29,FALSE,0,TRUE,0,TRUE,664,16,6.9,2.41,12,75,0,0,3.447649188,0.662261804,3,18.75,2.38,1.012605042,FALSE
606,607,10.1.1.9,10.1.1.23,42,4,81,232,39,FALSE,0,TRUE,0,TRUE,664,30,12.93,4.52,26,86.67,0,0,3.7257454,0.890275497,12,40,2.38,1.899159664,FALSE
607,608,10.1.1.9,10.1.1.24,42,8,204,232,83,FALSE,1,FALSE,0,TRUE,664,90,38.79,13.55,85,94.44,0,0,3.763039811,0.727478836,31,34.44,2.38,5.693277311,FALSE
608,609,10.1.1.9,10.1.1.30,42,2,24,232,15,FALSE,0,TRUE,0,TRUE,664,5,2.16,0.75,5,100,0,0,3.7020996,0.602182447,4,80,2.38,0.31512605,FALSE
609,610,10.1.1.9,10.1.1.21,42,16,218,232,82,FALSE,0,TRUE,0,TRUE,664,82,35.34,12.35,78,95.12,0,0,4.250448171,0.810153658,54,65.85,2.38,5.18907563,FALSE
610,611,10.1.1.9,10.1.1.11,42,10,187,232,106,FALSE,22,FALSE,0,TRUE,664,42,18.1,6.33,41,97.62,0,0,3.338007452,0.653891652,39,92.86,2.38,2.659663866,FALSE
611,612,10.1.1.9,10.1.1.12,42,4,57,232,0,TRUE,0,TRUE,0,TRUE,232,232,100,100,0,0,232,100,1.512891,0.189111375,0,0,2.38,42.01680672,TRUE
612,613,10.1.1.9,10.1.1.19,42,7,128,232,73,FALSE,10,FALSE,0,TRUE,664,27,11.64,4.07,27,100,1,3.7,2.992267704,0.555514055,28,103.7,2.38,1.710084034,FALSE
613,614,10.1.1.9,10.1.1.37,42,14,60,232,49,FALSE,2,FALSE,0,TRUE,664,6,2.59,0.9,5,83.33,1,16.67,2.577404833,0.236121939,5,83.33,2.38,0.378151261,FALSE
614,615,10.1.1.9,10.1.1.41,42,15,148,232,49,FALSE,0,TRUE,0,TRUE,664,46,19.83,6.93,33,71.74,0,0,2.455496565,0.340709191,53,115.22,2.38,2.911764706,FALSE
615,616,10.1.1.9,10.1.1.25,42,8,28,232,19,FALSE,1,FALSE,0,TRUE,664,3,1.29,0.45,0,0,0,0,0.0109,0.0109,6,200,2.38,0.18907563,FALSE
