,Index,Node,Nbr_Node,Nbr_Count,Hello_Cnt,AODV_Msg_Nbr_Cnt,RREQs_Sent_To_Nbr,RREQs_From_Nbr,Nbr_Is_Orig_Cnt,Nbr_Never_Orig,Nbr_Is_Dest_Cnt,Nbr_Never_Dest,All_RREPs_Rcvd_This_Node,RREPs_From_Nbr,RREP_Resp_Pct,Pct_Of_All_RREPs,Hop_Cnt_Over_1_Cnt,Hop_Cnt_Over_1_Pct,High_Dest_Seq_Num_Inc_Cnt,High_Dest_Seq_Num_Inc_Pct,Avg_Resp_Dly,Avg_Resp_Dly_Per_Hop,RERRs_From_Nbr,RERRs_From_Nbr_Pct,Pct_of_All_Nbrs,RREP_To_Nbrs_Ratio,Black_Hole_Node
0,1,10.1.1.0,10.1.1.45,44,25,0,181,0,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
1,2,10.1.1.0,10.1.1.2,44,56,127,181,56,0,TRUE,0,TRUE,621,54,29.83,8.695652174,41,75.93,0,0,3.525607611,0.946356766,17,31.48,2.27,3.830683777,FALSE
2,3,10.1.1.0,10.1.1.1,44,151,262,181,149,5,FALSE,0,TRUE,621,69,38.12,11.11111111,31,44.93,0,0,1.826252275,0.649025119,44,63.77,2.27,4.894762604,FALSE
3,4,10.1.1.0,10.1.1.3,44,42,158,181,0,0,TRUE,0,TRUE,621,181,100,29.14653784,0,0,181,100,1.357564881,0.553014783,0,0,2.27,12.83988451,TRUE
4,5,10.1.1.0,10.1.1.31,44,24,49,181,24,0,TRUE,0,TRUE,621,15,8.287292818,2.415458937,8,53.33,0,0,0.502172667,0.199722372,10,66.67,2.27,1.064078827,FALSE
5,6,10.1.1.0,10.1.1.12,44,7,0,181,0,0,TRUE,0,TRUE,621,181,100,29.14653784,0,0,181,100,,,0,0,2.27,12.83988451,TRUE
6,7,10.1.1.0,10.1.1.41,44,8,0,181,0,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
7,8,10.1.1.0,10.1.1.50,44,8,0,181,0,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
8,9,10.1.1.0,10.1.1.27,44,41,0,181,0,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
9,10,10.1.1.0,10.1.1.18,44,30,20,181,14,10,FALSE,0,TRUE,621,3,1.657458564,0.483091787,1,33.33,0,0,0.956295333,0.40715725,3,100,2.27,0.212815765,FALSE
10,11,10.1.1.0,10.1.1.21,44,9,0,181,0,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
11,12,10.1.1.0,10.1.1.44,44,11,0,181,0,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
12,13,10.1.1.0,10.1.1.11,44,8,0,181,0,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
13,14,10.1.1.0,10.1.1.43,44,14,12,181,7,0,TRUE,0,TRUE,621,3,1.657458564,0.483091787,2,66.67,0,0,0.012493,0.005030167,2,66.67,2.27,0.212815765,FALSE
14,15,10.1.1.0,10.1.1.15,44,9,0,181,0,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
15,16,10.1.1.0,10.1.1.37,44,28,24,181,10,1,FALSE,0,TRUE,621,11,6.077348066,1.771336554,10,90.91,0,0,2.379126636,0.635758432,3,27.27,2.27,0.780324473,FALSE
16,17,10.1.1.0,10.1.1.6,44,20,79,181,41,1,FALSE,0,TRUE,621,29,16.02209945,4.669887279,13,44.83,0,0,3.044342759,1.182209264,9,31.03,2.27,2.057219065,FALSE
17,18,10.1.1.0,10.1.1.8,44,26,32,181,19,0,TRUE,0,TRUE,621,10,5.524861878,1.610305958,7,70,0,0,2.7603896,0.858878576,3,30,2.27,0.709385885,FALSE
18,19,10.1.1.0,10.1.1.16,44,11,0,181,0,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
19,20,10.1.1.0,10.1.1.5,44,7,27,181,11,1,FALSE,0,TRUE,621,13,7.182320442,2.093397746,6,46.15,0,0,0.977783154,0.339244246,3,23.08,2.27,0.92220165,FALSE
20,21,10.1.1.0,10.1.1.39,44,25,9,181,9,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
21,22,10.1.1.0,10.1.1.10,44,15,0,181,0,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
22,23,10.1.1.0,10.1.1.28,44,8,0,181,0,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
23,24,10.1.1.0,10.1.1.33,44,19,58,181,24,0,TRUE,0,TRUE,621,19,10.49723757,3.05958132,13,68.42,0,0,1.735845842,0.530640741,15,78.95,2.27,1.347833181,FALSE
24,25,10.1.1.0,10.1.1.47,44,14,79,181,35,1,FALSE,0,TRUE,621,18,9.944751381,2.898550725,16,88.89,0,0,3.586941167,0.826858067,26,144.44,2.27,1.276894592,FALSE
25,26,10.1.1.0,10.1.1.38,44,36,101,181,52,0,TRUE,0,TRUE,621,25,13.8121547,4.025764895,11,44,0,0,1.83555992,0.544797985,24,96,2.27,1.773464712,FALSE
26,27,10.1.1.0,10.1.1.49,44,10,0,181,0,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
27,28,10.1.1.0,10.1.1.29,44,13,0,181,0,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
28,29,10.1.1.0,10.1.1.14,44,37,21,181,15,9,FALSE,0,TRUE,621,3,1.657458564,0.483091787,2,66.67,0,0,1.584461333,0.361241922,3,100,2.27,0.212815765,FALSE
29,30,10.1.1.0,10.1.1.32,44,14,106,181,27,0,TRUE,0,TRUE,621,21,11.60220994,3.381642512,18,85.71,0,0,4.629674286,1.263909496,58,276.19,2.27,1.489710358,FALSE
30,31,10.1.1.0,10.1.1.9,44,12,0,181,0,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
31,32,10.1.1.0,10.1.1.26,44,45,22,181,15,0,TRUE,0,TRUE,621,2,1.104972376,0.322061192,1,50,0,0,0.517005,0.173219667,5,250,2.27,0.141877177,FALSE
32,33,10.1.1.0,10.1.1.36,44,7,0,181,0,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
33,34,10.1.1.0,10.1.1.22,44,54,32,181,17,0,TRUE,0,TRUE,621,6,3.314917127,0.966183575,3,50,0,0,0.718313833,0.145256483,9,150,2.27,0.425631531,FALSE
34,35,10.1.1.0,10.1.1.17,44,41,201,181,82,44,FALSE,0,TRUE,621,60,33.14917127,9.661835749,31,51.67,0,0,2.064015817,0.731145818,59,98.33,2.27,4.256315308,FALSE
35,36,10.1.1.0,10.1.1.46,44,62,190,181,106,5,FALSE,0,TRUE,621,48,26.51933702,7.729468599,17,35.42,0,0,2.103326625,0.873431697,36,75,2.27,3.405052246,FALSE
36,37,10.1.1.0,10.1.1.34,44,26,0,181,0,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
37,38,10.1.1.0,10.1.1.25,44,36,189,181,80,1,FALSE,0,TRUE,621,55,30.38674033,8.85668277,31,56.36,0,0,3.1404888,0.965998286,54,98.18,2.27,3.901622366,FALSE
38,39,10.1.1.0,10.1.1.20,44,14,6,181,6,0,TRUE,0,TRUE,621,0,0,0,0,,0,,,,0,,2.27,0,FALSE
39,40,10.1.1.0,10.1.1.4,44,12,40,181,0,0,TRUE,0,TRUE,621,181,100,29.14653784,0,0,181,100,2.4872115,0.831117643,0,0,2.27,12.83988451,TRUE
40,41,10.1.1.0,10.1.1.30,44,11,44,181,23,0,TRUE,0,TRUE,621,8,4.419889503,1.288244767,2,25,0,0,1.543508875,0.246275906,13,162.5,2.27,0.567508708,FALSE
41,42,10.1.1.0,10.1.1.23,44,22,143,181,56,0,TRUE,0,TRUE,621,44,24.30939227,7.085346216,37,84.09,0,0,2.806562045,0.715058946,43,97.73,2.27,3.121297892,FALSE
42,43,10.1.1.0,10.1.1.48,44,1,38,181,9,0,TRUE,0,TRUE,621,22,12.15469613,3.542673108,20,90.91,0,0,1.864151864,0.444738136,7,31.82,2.27,1.560648946,FALSE
43,44,10.1.1.0,10.1.1.42,44,8,7,181,4,0,TRUE,0,TRUE,621,2,1.104972376,0.322061192,1,50,0,0,1.01603,0.339380667,1,50,2.27,0.141877177,FALSE
44,45,10.1.1.10,10.1.1.11,33,138,401,250,235,32,FALSE,0,TRUE,701,95,38,13.55206847,89,93.68,0,0,3.823910032,0.69077799,71,74.74,3.03,4.472629859,FALSE
45,46,10.1.1.10,10.1.1.21,33,53,217,250,109,0,TRUE,0,TRUE,701,63,25.2,8.987161198,59,93.65,0,0,4.143603016,0.746854136,45,71.43,3.03,2.966059801,FALSE
46,47,10.1.1.10,10.1.1.35,33,3,0,250,0,0,TRUE,0,TRUE,701,0,0,0,0,,0,,,,0,,3.03,0,FALSE
47,48,10.1.1.10,10.1.1.16,33,22,100,250,62,24,FALSE,0,TRUE,701,16,6.4,2.282453638,14,87.5,0,0,1.398774125,0.232305368,22,137.5,3.03,0.753285029,FALSE
48,49,10.1.1.10,10.1.1.28,33,3,13,250,7,0,TRUE,0,TRUE,701,0,0,0,0,,0,,,,6,,3.03,0,FALSE
49,50,10.1.1.10,10.1.1.36,33,23,17,250,17,0,TRUE,0,TRUE,701,0,0,0,0,,0,,,,0,,3.03,0,FALSE
50,51,10.1.1.10,10.1.1.25,33,13,0,250,0,0,TRUE,0,TRUE,701,0,0,0,0,,0,,,,0,,3.03,0,FALSE
51,52,10.1.1.10,10.1.1.34,33,6,14,250,14,0,TRUE,0,TRUE,701,0,0,0,0,,0,,,,0,,3.03,0,FALSE
52,53,10.1.1.10,10.1.1.18,33,27,0,250,0,0,TRUE,0,TRUE,701,0,0,0,0,,0,,,,0,,3.03,0,FALSE
53,54,10.1.1.10,10.1.1.37,33,17,86,250,41,5,FALSE,0,TRUE,701,36,14.4,5.135520685,35,97.22,0,0,4.877140306,1.041187446,9,25,3.03,1.694891315,FALSE
54,55,10.1.1.10,10.1.1.1,33,9,0,250,0,0,TRUE,0,TRUE,701,0,0,0,0,,0,,,,0,,3.03,0,FALSE
55,56,10.1.1.10,10.1.1.27,33,7,107,250,35,0,TRUE,0,TRUE,701,55,22,7.845934379,51,92.73,0,0,2.262240945,0.481524877,17,30.91,3.03,2.589417287,FALSE
56,57,10.1.1.10,10.1.1.45,33,46,136,250,85,0,TRUE,0,TRUE,701,26,10.4,3.708987161,20,76.92,0,0,4.283057846,0.824528123,25,96.15,3.03,1.224088172,FALSE
57,58,10.1.1.10,10.1.1.44,33,37,65,250,43,0,TRUE,0,TRUE,701,6,2.4,0.855920114,3,50,0,0,1.311112167,0.451086778,16,266.67,3.03,0.282481886,FALSE
58,59,10.1.1.10,10.1.1.15,33,48,33,250,23,5,FALSE,0,TRUE,701,3,1.2,0.427960057,0,0,0,0,0.347603333,0.180694,7,233.33,3.03,0.141240943,FALSE
59,60,10.1.1.10,10.1.1.30,33,10,0,250,0,0,TRUE,0,TRUE,701,0,0,0,0,,0,,,,0,,3.03,0,FALSE
60,61,10.1.1.10,10.1.1.20,33,4,0,250,0,0,TRUE,0,TRUE,701,0,0,0,0,,0,,,,0,,3.03,0,FALSE
61,62,10.1.1.10,10.1.1.19,33,40,103,250,41,5,FALSE,0,TRUE,701,36,14.4,5.135520685,34,94.44,0,0,3.464979,0.677427651,26,72.22,3.03,1.694891315,FALSE
62,63,10.1.1.10,10.1.1.4,33,22,50,250,0,0,TRUE,0,TRUE,701,250,100,35.66333809,0,0,250,100,2.55603,0.587511023,0,0,3.03,11.77007858,TRUE
63,64,10.1.1.10,10.1.1.48,33,10,0,250,0,0,TRUE,0,TRUE,701,0,0,0,0,,0,,,,0,,3.03,0,FALSE
64,65,10.1.1.10,10.1.1.41,33,43,95,250,52,0,TRUE,0,TRUE,701,31,12.4,4.422253923,29,93.55,0,0,3.522632742,0.536346598,12,38.71,3.03,1.459489744,FALSE
65,66,10.1.1.10,10.1.1.5,33,28,61,250,32,0,TRUE,0,TRUE,701,22,8.8,3.138373752,22,100,0,0,3.986058955,0.70099025,7,31.82,3.03,1.035766915,FALSE
66,67,10.1.1.10,10.1.1.13,33,25,51,250,46,8,FALSE,0,TRUE,701,2,0.8,0.285306705,1,50,0,0,0.854864,0.215064125,3,150,3.03,0.094160629,FALSE
67,68,10.1.1.10,10.1.1.12,33,14,69,250,0,0,TRUE,0,TRUE,701,250,100,35.66333809,0,0,250,100,3.118361556,0.679654598,0,0,3.03,11.77007858,TRUE
68,69,10.1.1.10,10.1.1.7,33,1,60,250,38,0,TRUE,0,TRUE,701,17,6.8,2.42510699,15,88.24,0,0,3.658370529,0.631557389,5,29.41,3.03,0.800365343,FALSE
69,70,10.1.1.10,10.1.1.10,33,8,149,250,90,0,TRUE,0,TRUE,701,29,11.6,4.136947218,26,89.66,0,0,3.368490862,0.747610393,30,103.45,3.03,1.365329115,FALSE
70,71,10.1.1.10,10.1.1.24,33,14,256,250,110,3,FALSE,0,TRUE,701,96,38.4,13.69472183,88,91.67,0,0,3.233275573,0.592333806,50,52.08,3.03,4.519710174,FALSE
71,72,10.1.1.10,10.1.1.9,33,5,68,250,31,0,TRUE,0,TRUE,701,24,9.6,3.423680456,23,95.83,0,0,3.53147975,0.82808187,13,54.17,3.03,1.129927543,FALSE
72,73,10.1.1.10,10.1.1.49,33,7,67,250,26,0,TRUE,0,TRUE,701,21,8.4,2.995720399,14,66.67,0,0,2.29910219,0.615870635,20,95.24,3.03,0.9886866,FALSE
73,74,10.1.1.10,10.1.1.29,33,7,99,250,36,0,TRUE,0,TRUE,701,40,16,5.706134094,38,95,0,0,4.259472925,0.762222527,23,57.5,3.03,1.883212572,FALSE
74,75,10.1.1.10,10.1.1.2,33,5,111,250,53,2,FALSE,0,TRUE,701,42,16.8,5.991440799,37,88.1,0,0,2.152570048,0.409018185,16,38.1,3.03,1.977373201,FALSE
75,76,10.1.1.10,10.1.1.17,33,12,84,250,43,4,FALSE,0,TRUE,701,20,8,2.853067047,15,75,0,0,2.3930952,0.522544489,21,105,3.03,0.941606286,FALSE
76,77,10.1.1.10,10.1.1.46,33,2,3,250,3,0,TRUE,0,TRUE,701,0,0,0,0,,0,,,,0,,3.03,0,FALSE
77,78,10.1.1.11,10.1.1.37,33,16,75,261,65,0,TRUE,0,TRUE,489,9,3.448275862,1.840490798,9,100,0,0,3.470908556,0.379125142,1,11.11,3.03,0.607422705,FALSE
78,79,10.1.1.11,10.1.1.3,33,12,0,261,0,0,TRUE,0,TRUE,489,261,100,53.37423313,0,0,261,100,,,0,0,3.03,17.61525846,TRUE
79,80,10.1.1.11,10.1.1.12,33,135,329,261,0,0,TRUE,0,TRUE,489,261,100,53.37423313,0,0,261,100,2.297461073,0.371745323,0,0,3.03,17.61525846,TRUE
80,81,10.1.1.11,10.1.1.41,33,54,210,261,124,1,FALSE,0,TRUE,489,56,21.4559387,11.45194274,53,94.64,0,0,3.52725325,0.581265332,30,53.57,3.03,3.779519056,FALSE
81,82,10.1.1.11,10.1.1.50,33,50,0,261,0,0,TRUE,0,TRUE,489,0,0,0,0,,0,,,,0,,3.03,0,FALSE
82,83,10.1.1.11,10.1.1.34,33,13,47,261,36,2,FALSE,0,TRUE,489,4,1.53256705,0.81799591,3,75,0,0,0.74844675,0.0797604,7,175,3.03,0.269965647,FALSE
83,84,10.1.1.11,10.1.1.45,33,24,255,261,127,1,FALSE,0,TRUE,489,83,31.80076628,16.97341513,72,86.75,0,0,3.341616458,0.595216174,45,54.22,3.03,5.601787173,FALSE
84,85,10.1.1.11,10.1.1.31,33,17,0,261,0,0,TRUE,0,TRUE,489,0,0,0,0,,0,,,,0,,3.03,0,FALSE
85,86,10.1.1.11,10.1.1.1,33,7,0,261,0,0,TRUE,0,TRUE,489,0,0,0,0,,0,,,,0,,3.03,0,FALSE
86,87,10.1.1.11,10.1.1.27,33,16,134,261,94,0,TRUE,0,TRUE,489,18,6.896551724,3.680981595,16,88.89,0,0,2.831697556,0.435129954,22,122.22,3.03,1.214845411,FALSE
87,88,10.1.1.11,10.1.1.48,33,18,0,261,0,0,TRUE,0,TRUE,489,0,0,0,0,,0,,,,0,,3.03,0,FALSE
88,89,10.1.1.11,10.1.1.20,33,11,0,261,0,0,TRUE,0,TRUE,489,0,0,0,0,,0,,,,0,,3.03,0,FALSE
89,90,10.1.1.11,10.1.1.30,33,10,0,261,0,0,TRUE,0,TRUE,489,0,0,0,0,,0,,,,0,,3.03,0,FALSE
90,91,10.1.1.11,10.1.1.24,33,55,120,261,52,5,FALSE,0,TRUE,489,29,11.11111111,5.930470348,22,75.86,0,0,2.094384552,0.472909198,39,134.48,3.03,1.95725094,FALSE
91,92,10.1.1.11,10.1.1.4,33,26,42,261,0,0,TRUE,0,TRUE,489,261,100,53.37423313,0,0,261,100,0.29230525,0.047781321,0,0,3.03,17.61525846,TRUE
92,93,10.1.1.11,10.1.1.19,33,33,156,261,97,12,FALSE,0,TRUE,489,26,9.961685824,5.316973415,21,80.77,0,0,1.829414538,0.431042154,33,126.92,3.03,1.754776705,FALSE
93,94,10.1.1.11,10.1.1.23,33,40,0,261,0,0,TRUE,0,TRUE,489,0,0,0,0,,0,,,,0,,3.03,0,FALSE
94,95,10.1.1.11,10.1.1.13,33,91,255,261,209,40,FALSE,0,TRUE,489,18,6.896551724,3.680981595,11,61.11,0,0,1.367749667,0.295715439,28,155.56,3.03,1.214845411,FALSE
95,96,10.1.1.11,10.1.1.43,33,16,0,261,0,0,TRUE,0,TRUE,489,0,0,0,0,,0,,,,0,,3.03,0,FALSE
96,97,10.1.1.11,10.1.1.33,33,9,0,261,0,0,TRUE,0,TRUE,489,0,0,0,0,,0,,,,0,,3.03,0,FALSE
97,98,10.1.1.11,10.1.1.5,33,19,15,261,14,0,TRUE,0,TRUE,489,1,0.383141762,0.204498978,1,100,0,0,2.870139,0.260921727,0,0,3.03,0.067491412,FALSE
98,99,10.1.1.11,10.1.1.44,33,31,46,261,25,0,TRUE,0,TRUE,489,9,3.448275862,1.840490798,3,33.33,0,0,1.433279444,0.58052913,12,133.33,3.03,0.607422705,FALSE
99,100,10.1.1.11,10.1.1.36,33,13,0,261,0,0,TRUE,0,TRUE,489,0,0,0,0,,0,,,,0,,3.03,0,FALSE
100,101,10.1.1.11,10.1.1.11,33,17,131,261,60,10,FALSE,0,TRUE,489,47,18.00766284,9.611451943,45,95.74,0,0,4.132997596,0.64308506,24,51.06,3.03,3.172096351,FALSE
101,102,10.1.1.11,10.1.1.7,33,4,83,261,39,0,TRUE,0,TRUE,489,33,12.64367816,6.748466258,28,84.85,0,0,3.173947485,0.612456605,11,33.33,3.03,2.227216587,FALSE
102,103,10.1.1.11,10.1.1.10,33,2,49,261,32,0,TRUE,0,TRUE,489,10,3.831417625,2.044989775,10,100,0,0,4.3743441,0.579488835,7,70,3.03,0.674914117,FALSE
103,104,10.1.1.11,10.1.1.2,33,6,51,261,27,2,FALSE,0,TRUE,489,19,7.279693487,3.885480573,8,42.11,0,0,1.717834263,0.896740741,5,26.32,3.03,1.282336823,FALSE
104,105,10.1.1.11,10.1.1.21,33,10,83,261,29,1,FALSE,0,TRUE,489,23,8.812260536,4.703476483,17,73.91,0,0,2.290474696,0.38558258,31,134.78,3.03,1.55230247,FALSE
105,106,10.1.1.11,10.1.1.17,33,15,58,261,21,2,FALSE,0,TRUE,489,10,3.831417625,2.044989775,5,50,0,0,2.6376198,0.777389367,27,270,3.03,0.674914117,FALSE
106,107,10.1.1.11,10.1.1.16,33,11,73,261,42,22,FALSE,0,TRUE,489,8,3.0651341,1.63599182,5,62.5,0,0,2.205009,0.63045369,23,287.5,3.03,0.539931294,FALSE
107,108,10.1.1.11,10.1.1.29,33,15,76,261,35,0,TRUE,0,TRUE,489,24,9.195402299,4.90797546,17,70.83,0,0,1.375012167,0.352694814,17,70.83,3.03,1.619793881,FALSE
108,109,10.1.1.11,10.1.1.9,33,7,30,261,15,0,TRUE,0,TRUE,489,6,2.298850575,1.226993865,4,66.67,0,0,0.821666167,0.078436475,9,150,3.03,0.40494847,FALSE
109,110,10.1.1.11,10.1.1.25,33,5,17,261,5,0,TRUE,0,TRUE,489,7,2.681992337,1.431492843,4,57.14,0,0,2.705473143,0.321635179,5,71.43,3.03,0.472439882,FALSE
110,111,10.1.1.12,10.1.1.48,31,9,0,262,0,0,TRUE,0,TRUE,367,0,0,0,0,,0,,,,0,,3.23,0,FALSE
111,112,10.1.1.12,10.1.1.4,31,32,39,262,0,0,TRUE,0,TRUE,367,262,100,71.38964578,0,0,262,100,0.333686,0.05523498,0,0,3.23,22.10205752,TRUE
112,113,10.1.1.12,10.1.1.13,31,137,308,262,254,41,FALSE,0,TRUE,367,25,9.541984733,6.811989101,11,44,1,4,1.16766964,0.260839184,29,116,3.23,2.108974954,FALSE
113,114,10.1.1.12,10.1.1.27,31,14,117,262,87,0,TRUE,0,TRUE,367,9,3.435114504,2.452316076,8,88.89,0,0,2.710547889,0.403102019,21,233.33,3.23,0.759230983,FALSE
114,115,10.1.1.12,10.1.1.30,31,11,0,262,0,0,TRUE,0,TRUE,367,0,0,0,0,,0,,,,0,,3.23,0,FALSE
115,116,10.1.1.12,10.1.1.19,31,38,142,262,99,16,FALSE,0,TRUE,367,18,6.870229008,4.904632153,14,77.78,0,0,1.444249722,0.381956603,25,138.89,3.23,1.518461967,FALSE
116,117,10.1.1.12,10.1.1.20,31,7,0,262,0,0,TRUE,0,TRUE,367,0,0,0,0,,0,,,,0,,3.23,0,FALSE
117,118,10.1.1.12,10.1.1.24,31,26,104,262,43,5,FALSE,0,TRUE,367,30,11.45038168,8.174386921,21,70,0,0,1.831761933,0.434184361,31,103.33,3.23,2.530769945,FALSE
118,119,10.1.1.12,10.1.1.23,31,38,0,262,0,0,TRUE,0,TRUE,367,0,0,0,0,,0,,,,0,,3.23,0,FALSE
119,120,10.1.1.12,10.1.1.12,31,90,289,262,0,0,TRUE,0,TRUE,367,262,100,71.38964578,0,0,262,100,2.964613343,0.479454337,0,0,3.23,22.10205752,TRUE
120,121,10.1.1.12,10.1.1.50,31,2,0,262,0,0,TRUE,0,TRUE,367,0,0,0,0,,0,,,,0,,3.23,0,FALSE
121,122,10.1.1.12,10.1.1.41,31,41,155,262,97,1,FALSE,0,TRUE,367,39,14.88549618,10.626703,36,92.31,0,0,3.241513128,0.523673612,19,48.72,3.23,3.290000928,FALSE
122,123,10.1.1.12,10.1.1.5,31,20,1,262,1,0,TRUE,0,TRUE,367,0,0,0,0,,0,,,,0,,3.23,0,FALSE
123,124,10.1.1.12,10.1.1.11,31,22,76,262,48,6,FALSE,0,TRUE,367,9,3.435114504,2.452316076,8,88.89,0,0,3.110814444,0.484241502,19,211.11,3.23,0.759230983,FALSE
124,125,10.1.1.12,10.1.1.36,31,13,0,262,0,0,TRUE,0,TRUE,367,0,0,0,0,,0,,,,0,,3.23,0,FALSE
125,126,10.1.1.12,10.1.1.44,31,47,168,262,124,0,TRUE,0,TRUE,367,17,6.488549618,4.632152589,11,64.71,0,0,1.942470176,0.564010575,27,158.82,3.23,1.434102969,FALSE
126,127,10.1.1.12,10.1.1.7,31,7,90,262,53,0,TRUE,0,TRUE,367,29,11.06870229,7.901907357,21,72.41,0,0,2.83751,0.648992043,8,27.59,3.23,2.446410946,FALSE
127,128,10.1.1.12,10.1.1.45,31,19,224,262,130,2,FALSE,0,TRUE,367,49,18.70229008,13.35149864,46,93.88,0,0,3.123853694,0.531103787,45,91.84,3.23,4.133590909,FALSE
128,129,10.1.1.12,10.1.1.34,31,15,83,262,66,2,FALSE,0,TRUE,367,7,2.671755725,1.907356948,3,42.86,0,0,0.428874714,0.046165551,10,142.86,3.23,0.590512987,FALSE
129,130,10.1.1.12,10.1.1.37,31,7,61,262,54,0,TRUE,0,TRUE,367,6,2.290076336,1.634877384,6,100,0,0,2.691831667,0.326602204,1,16.67,3.23,0.506153989,FALSE
130,131,10.1.1.12,10.1.1.28,31,5,38,262,24,0,TRUE,0,TRUE,367,4,1.526717557,1.089918256,0,0,0,0,1.5924805,0.796584,10,250,3.23,0.337435993,FALSE
131,132,10.1.1.12,10.1.1.2,31,5,40,262,22,2,FALSE,0,TRUE,367,14,5.34351145,3.814713896,5,35.71,0,0,2.126603071,1.231345196,4,28.57,3.23,1.181025974,FALSE
132,133,10.1.1.12,10.1.1.16,31,14,80,262,46,25,FALSE,0,TRUE,367,9,3.435114504,2.452316076,4,44.44,0,0,1.961708778,0.561194844,25,277.78,3.23,0.759230983,FALSE
133,134,10.1.1.12,10.1.1.17,31,14,60,262,31,1,FALSE,0,TRUE,367,14,5.34351145,3.814713896,4,28.57,0,0,2.159128,0.716489381,15,107.14,3.23,1.181025974,FALSE
134,135,10.1.1.12,10.1.1.29,31,8,56,262,22,0,TRUE,0,TRUE,367,20,7.633587786,5.449591281,12,60,0,0,1.6447625,0.42309485,14,70,3.23,1.687179963,FALSE
135,136,10.1.1.12,10.1.1.21,31,2,52,262,19,1,FALSE,0,TRUE,367,14,5.34351145,3.814713896,8,57.14,0,0,1.803504643,0.392849889,19,135.71,3.23,1.181025974,FALSE
136,137,10.1.1.12,10.1.1.49,31,5,30,262,13,2,FALSE,0,TRUE,367,5,1.908396947,1.36239782,4,80,0,0,1.6435026,0.505981693,12,240,3.23,0.421794991,FALSE
137,138,10.1.1.12,10.1.1.46,31,3,3,262,3,0,TRUE,0,TRUE,367,0,0,0,0,,0,,,,0,,3.23,0,FALSE
138,139,10.1.1.12,10.1.1.9,31,4,10,262,5,0,TRUE,0,TRUE,367,2,0.763358779,0.544959128,1,50,0,0,2.438559,0.224810591,3,150,3.23,0.168717996,FALSE
139,140,10.1.1.12,10.1.1.25,31,4,9,262,3,0,TRUE,0,TRUE,367,3,1.145038168,0.817438692,1,33.33,0,0,1.615354,0.2042765,3,100,3.23,0.253076994,FALSE
140,141,10.1.1.12,10.1.1.15,31,1,6,262,3,1,FALSE,0,TRUE,367,2,0.763358779,0.544959128,2,100,0,0,5.2514205,0.52514205,1,50,3.23,0.168717996,FALSE
141,142,10.1.1.13,10.1.1.33,36,21,26,109,10,0,TRUE,0,TRUE,159,4,3.669724771,2.51572327,4,100,0,0,2.1649265,0.434009396,12,300,2.78,0.904936428,FALSE
142,143,10.1.1.13,10.1.1.29,36,54,0,109,0,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
143,144,10.1.1.13,10.1.1.6,36,41,50,109,15,0,TRUE,0,TRUE,159,26,23.85321101,16.35220126,26,100,0,0,3.814061538,0.535674491,9,34.62,2.78,5.882086783,FALSE
144,145,10.1.1.13,10.1.1.8,36,36,25,109,18,0,TRUE,0,TRUE,159,3,2.752293578,1.886792453,2,66.67,0,0,1.510490333,0.358507267,4,133.33,2.78,0.678702321,FALSE
145,146,10.1.1.13,10.1.1.14,36,161,150,109,107,51,FALSE,0,TRUE,159,20,18.34862385,12.57861635,15,75,0,0,1.14091025,0.326106649,23,115,2.78,4.524682141,FALSE
146,147,10.1.1.13,10.1.1.28,36,30,0,109,0,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
147,148,10.1.1.13,10.1.1.10,36,33,0,109,0,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
148,149,10.1.1.13,10.1.1.15,36,10,0,109,0,0,TRUE,0,TRUE,159,0,0,0,0,,0,,,,0,,2.78,0,FALSE
