,Index,Node,Nbr_Node,Nbr_Count,Hello_Cnt,AODV_Msg_Nbr_Cnt,RREQs_Sent_To_Nbr,RREQs_From_Nbr,Nbr_Is_Orig_Cnt,Nbr_Never_Orig,Nbr_Is_Dest_Cnt,Nbr_Never_Dest,All_RREPs_Rcvd_This_Node,RREPs_From_Nbr,RREP_Resp_Pct,Pct_Of_All_RREPs,Hop_Cnt_Over_1_Cnt,Hop_Cnt_Over_1_Pct,High_Dest_Seq_Num_Inc_Cnt,High_Dest_Seq_Num_Inc_Pct,Avg_Resp_Dly,Avg_Resp_Dly_Per_Hop,RERRs_From_Nbr,RERRs_From_Nbr_Pct,Pct_of_All_Nbrs,RREP_To_Nbrs_Ratio,Black_Hole_Node
496,497,10.1.1.6,10.1.1.10,44,31,0,225,0,0,TRUE,0,TRUE,360,0,0,0,0,,0,,,,0,,2.27,0,FALSE
497,498,10.1.1.6,10.1.1.43,44,29,0,225,0,0,TRUE,0,TRUE,360,0,0,0,0,,0,,,,0,,2.27,0,FALSE
498,499,10.1.1.6,10.1.1.15,44,18,114,225,87,18,FALSE,0,TRUE,360,15,6.666666667,4.166666667,9,60,0,0,1.745480867,0.409854712,12,80,2.27,1.835535977,FALSE
499,500,10.1.1.6,10.1.1.7,44,145,298,225,202,0,TRUE,0,TRUE,360,65,28.88888889,18.05555556,34,52.31,0,0,2.045104138,0.6518381,31,47.69,2.27,7.953989232,FALSE
500,501,10.1.1.6,10.1.1.29,44,16,24,225,10,0,TRUE,0,TRUE,360,4,1.777777778,1.111111111,3,75,0,0,2.214667,0.230950948,10,250,2.27,0.48947626,FALSE
501,502,10.1.1.6,10.1.1.8,44,17,0,225,0,0,TRUE,0,TRUE,360,0,0,0,0,,0,,,,0,,2.27,0,FALSE
502,503,10.1.1.6,10.1.1.36,44,24,0,225,0,0,TRUE,0,TRUE,360,0,0,0,0,,0,,,,0,,2.27,0,FALSE
503,504,10.1.1.6,10.1.1.35,44,3,0,225,0,0,TRUE,0,TRUE,360,0,0,0,0,,0,,,,0,,2.27,0,FALSE
504,505,10.1.1.6,10.1.1.28,44,38,96,225,87,0,TRUE,0,TRUE,360,4,1.777777778,1.111111111,0,0,0,0,0.2514965,0.126332,5,125,2.27,0.48947626,FALSE
505,506,10.1.1.6,10.1.1.46,44,12,5,225,5,0,TRUE,0,TRUE,360,0,0,0,0,,0,,,,0,,2.27,0,FALSE
506,507,10.1.1.6,10.1.1.26,44,12,0,225,0,0,TRUE,0,TRUE,360,0,0,0,0,,0,,,,0,,2.27,0,FALSE
507,508,10.1.1.6,10.1.1.38,44,11,0,225,0,0,TRUE,0,TRUE,360,0,0,0,0,,0,,,,0,,2.27,0,FALSE
508,509,10.1.1.6,10.1.1.34,44,6,26,225,20,0,TRUE,0,TRUE,360,2,0.888888889,0.555555556,2,100,0,0,1.4595605,0.152005533,4,200,2.27,0.24473813,FALSE
509,510,10.1.1.6,10.1.1.5,44,7,45,225,22,0,TRUE,0,TRUE,360,19,8.444444444,5.277777778,19,100,0,0,4.016754474,0.644545902,4,21.05,2.27,2.325012237,FALSE
510,511,10.1.1.6,10.1.1.47,44,20,0,225,0,0,TRUE,0,TRUE,360,0,0,0,0,,0,,,,0,,2.27,0,FALSE
511,512,10.1.1.6,10.1.1.2,44,6,22,225,11,2,FALSE,0,TRUE,360,8,3.555555556,2.222222222,6,75,0,0,1.53077975,0.162575969,3,37.5,2.27,0.978952521,FALSE
512,513,10.1.1.6,10.1.1.3,44,26,0,225,0,0,TRUE,0,TRUE,360,225,100,62.5,0,0,225,100,,,0,0,2.27,27.53303965,TRUE
513,514,10.1.1.6,10.1.1.31,44,26,0,225,0,0,TRUE,0,TRUE,360,0,0,0,0,,0,,,,0,,2.27,0,FALSE
514,515,10.1.1.6,10.1.1.39,44,25,0,225,0,0,TRUE,0,TRUE,360,0,0,0,0,,0,,,,0,,2.27,0,FALSE
515,516,10.1.1.6,10.1.1.44,44,29,79,225,69,0,TRUE,0,TRUE,360,3,1.333333333,0.833333333,0,0,0,0,5.755342667,2.877671333,7,233.33,2.27,0.367107195,FALSE
516,517,10.1.1.6,10.1.1.4,44,12,0,225,0,0,TRUE,0,TRUE,360,225,100,62.5,0,0,225,100,,,0,0,2.27,27.53303965,TRUE
517,518,10.1.1.6,10.1.1.30,44,14,12,225,12,0,TRUE,0,TRUE,360,0,0,0,0,,0,,,,0,,2.27,0,FALSE
518,519,10.1.1.6,10.1.1.48,44,31,0,225,0,0,TRUE,0,TRUE,360,0,0,0,0,,0,,,,0,,2.27,0,FALSE
519,520,10.1.1.6,10.1.1.32,44,10,0,225,0,0,TRUE,0,TRUE,360,0,0,0,0,,0,,,,0,,2.27,0,FALSE
520,521,10.1.1.6,10.1.1.50,44,25,42,225,40,0,TRUE,0,TRUE,360,0,0,0,0,,0,,,,2,,2.27,0,FALSE
521,522,10.1.1.6,10.1.1.24,44,25,43,225,30,1,FALSE,0,TRUE,360,7,3.111111111,1.944444444,6,85.71,0,0,2.243539857,0.355966874,6,85.71,2.27,0.856583456,FALSE
522,523,10.1.1.6,10.1.1.23,44,19,9,225,9,0,TRUE,0,TRUE,360,0,0,0,0,,0,,,,0,,2.27,0,FALSE
523,524,10.1.1.6,10.1.1.45,44,29,136,225,70,0,TRUE,0,TRUE,360,47,20.88888889,13.05555556,36,76.6,0,0,3.851766383,0.747729039,19,40.43,2.27,5.75134606,FALSE
524,525,10.1.1.6,10.1.1.21,44,20,55,225,32,0,TRUE,0,TRUE,360,15,6.666666667,4.166666667,14,93.33,0,0,4.446393267,0.72640563,8,53.33,2.27,1.835535977,FALSE
525,526,10.1.1.6,10.1.1.11,44,2,85,225,42,10,FALSE,0,TRUE,360,30,13.33333333,8.333333333,29,96.67,0,0,4.317593567,0.681505502,13,43.33,2.27,3.671071953,FALSE
526,527,10.1.1.6,10.1.1.41,44,3,120,225,61,0,TRUE,0,TRUE,360,42,18.66666667,11.66666667,35,83.33,0,0,3.236375262,0.451360428,17,40.48,2.27,5.139500734,FALSE
527,528,10.1.1.6,10.1.1.12,44,2,58,225,0,0,TRUE,0,TRUE,360,225,100,62.5,0,0,225,100,3.1190257,0.657134569,0,0,2.27,27.53303965,TRUE
528,529,10.1.1.6,10.1.1.13,44,6,77,225,58,10,FALSE,0,TRUE,360,12,5.333333333,3.333333333,9,75,0,0,1.59452325,0.241236899,7,58.33,2.27,1.468428781,FALSE
529,530,10.1.1.6,10.1.1.19,44,1,29,225,27,4,FALSE,0,TRUE,360,2,0.888888889,0.555555556,0,0,0,0,0.756447,0.3782235,0,0,2.27,0.24473813,FALSE
530,531,10.1.1.6,10.1.1.16,44,3,69,225,36,12,FALSE,0,TRUE,360,9,4,2.5,6,66.67,0,0,0.916326222,0.143916027,24,266.67,2.27,1.101321586,FALSE
531,532,10.1.1.6,10.1.1.25,44,2,3,225,2,1,FALSE,0,TRUE,360,0,0,0,0,,0,,,,1,,2.27,0,FALSE
532,533,10.1.1.6,10.1.1.18,44,7,26,225,20,3,FALSE,0,TRUE,360,3,1.333333333,0.833333333,2,66.67,0,0,2.943875,0.352890801,3,100,2.27,0.367107195,FALSE
533,534,10.1.1.6,10.1.1.22,44,4,50,225,15,1,FALSE,0,TRUE,360,15,6.666666667,4.166666667,14,93.33,0,0,2.834,0.321388002,20,133.33,2.27,1.835535977,FALSE
534,535,10.1.1.7,10.1.1.9,41,31,0,106,0,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.44,0,FALSE
535,536,10.1.1.7,10.1.1.8,41,162,159,106,93,4,FALSE,0,TRUE,287,41,38.67924528,14.28571429,22,53.66,0,0,1.934244317,0.469235692,25,60.98,2.44,5.854800937,FALSE
536,537,10.1.1.7,10.1.1.14,41,35,20,106,18,12,FALSE,0,TRUE,287,1,0.943396226,0.348432056,1,100,0,0,2.256172,0.752057333,1,100,2.44,0.142800023,FALSE
537,538,10.1.1.7,10.1.1.39,41,79,57,106,40,0,TRUE,0,TRUE,287,5,4.716981132,1.742160279,1,20,0,0,1.4826728,0.741192333,12,240,2.44,0.714000114,FALSE
538,539,10.1.1.7,10.1.1.43,41,20,24,106,15,0,TRUE,0,TRUE,287,3,2.830188679,1.045296167,3,100,0,0,1.939355333,0.646451778,6,200,2.44,0.428400069,FALSE
539,540,10.1.1.7,10.1.1.15,41,13,0,106,0,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.44,0,FALSE
540,541,10.1.1.7,10.1.1.28,41,54,0,106,0,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.44,0,FALSE
541,542,10.1.1.7,10.1.1.16,41,48,0,106,0,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.44,0,FALSE
542,543,10.1.1.7,10.1.1.46,41,34,14,106,11,0,TRUE,0,TRUE,287,1,0.943396226,0.348432056,1,100,0,0,4.523739,0.9047478,2,200,2.44,0.142800023,FALSE
543,544,10.1.1.7,10.1.1.35,41,9,0,106,0,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.44,0,FALSE
544,545,10.1.1.7,10.1.1.29,41,50,0,106,0,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.44,0,FALSE
545,546,10.1.1.7,10.1.1.36,41,18,0,106,0,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.44,0,FALSE
546,547,10.1.1.7,10.1.1.6,41,56,10,106,8,0,TRUE,0,TRUE,287,2,1.886792453,0.696864111,0,0,0,0,0.745727,0.3728635,0,0,2.44,0.285600046,FALSE
547,548,10.1.1.7,10.1.1.7,41,20,0,106,0,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.44,0,FALSE
548,549,10.1.1.7,10.1.1.10,41,63,0,106,0,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.44,0,FALSE
549,550,10.1.1.7,10.1.1.26,41,35,113,106,38,1,FALSE,0,TRUE,287,31,29.24528302,10.80139373,27,87.1,0,0,2.506343484,0.378553497,44,141.94,2.44,4.426800708,FALSE
550,551,10.1.1.7,10.1.1.38,41,68,17,106,14,0,TRUE,0,TRUE,287,1,0.943396226,0.348432056,1,100,0,0,1.002304,0.125288,2,200,2.44,0.142800023,FALSE
551,552,10.1.1.7,10.1.1.5,41,29,10,106,4,0,TRUE,0,TRUE,287,4,3.773584906,1.393728223,3,75,0,0,2.22873025,0.846594083,2,50,2.44,0.571200091,FALSE
552,553,10.1.1.7,10.1.1.34,41,14,0,106,0,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.44,0,FALSE
553,554,10.1.1.7,10.1.1.33,41,42,42,106,18,0,TRUE,0,TRUE,287,17,16.03773585,5.923344948,12,70.59,0,0,2.334111176,0.454241982,7,41.18,2.44,2.427600388,FALSE
554,555,10.1.1.7,10.1.1.2,41,14,78,106,25,0,TRUE,0,TRUE,287,42,39.62264151,14.63414634,37,88.1,0,0,3.587768095,0.695995448,11,26.19,2.44,5.99760096,FALSE
555,556,10.1.1.7,10.1.1.25,41,17,44,106,16,0,TRUE,0,TRUE,287,5,4.716981132,1.742160279,1,20,0,0,3.107503,1.1711289,23,460,2.44,0.714000114,FALSE
556,557,10.1.1.7,10.1.1.47,41,35,33,106,12,0,TRUE,0,TRUE,287,11,10.37735849,3.832752613,10,90.91,0,0,4.853994091,0.664006828,10,90.91,2.44,1.570800251,FALSE
557,558,10.1.1.7,10.1.1.37,41,16,40,106,9,0,TRUE,0,TRUE,287,6,5.660377358,2.090592334,6,100,0,0,0.155869333,0.038967333,25,416.67,2.44,0.856800137,FALSE
558,559,10.1.1.7,10.1.1.27,41,20,6,106,3,0,TRUE,0,TRUE,287,1,0.943396226,0.348432056,1,100,0,0,0.020226,0.006742,2,200,2.44,0.142800023,FALSE
559,560,10.1.1.7,10.1.1.1,41,25,42,106,23,0,TRUE,0,TRUE,287,14,13.20754717,4.87804878,12,85.71,0,0,3.646558643,0.693390975,5,35.71,2.44,1.99920032,FALSE
560,561,10.1.1.7,10.1.1.44,41,23,0,106,0,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.44,0,FALSE
561,562,10.1.1.7,10.1.1.3,41,13,16,106,0,0,TRUE,0,TRUE,287,106,100,36.93379791,0,0,106,100,0.348684333,0.1745285,0,0,2.44,15.13680242,TRUE
562,563,10.1.1.7,10.1.1.20,41,73,26,106,26,6,FALSE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.44,0,FALSE
563,564,10.1.1.7,10.1.1.49,41,16,0,106,0,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.44,0,FALSE
564,565,10.1.1.7,10.1.1.18,41,67,63,106,30,1,FALSE,0,TRUE,287,19,17.9245283,6.620209059,15,78.95,0,0,3.565632105,0.61182815,14,73.68,2.44,2.713200434,FALSE
565,566,10.1.1.7,10.1.1.32,41,26,73,106,22,1,FALSE,0,TRUE,287,19,17.9245283,6.620209059,15,78.95,0,0,1.904283579,0.400431144,32,168.42,2.44,2.713200434,FALSE
566,567,10.1.1.7,10.1.1.17,41,18,7,106,7,5,FALSE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.44,0,FALSE
567,568,10.1.1.7,10.1.1.31,41,40,90,106,46,1,FALSE,0,TRUE,287,26,24.52830189,9.059233449,21,80.77,0,0,2.472342731,0.47209951,18,69.23,2.44,3.712800594,FALSE
568,569,10.1.1.7,10.1.1.4,41,22,23,106,0,0,TRUE,0,TRUE,287,106,100,36.93379791,0,0,106,100,1.006492,0.503246,0,0,2.44,15.13680242,TRUE
569,570,10.1.1.7,10.1.1.22,41,26,86,106,42,1,FALSE,0,TRUE,287,20,18.86792453,6.968641115,12,60,0,0,1.30792345,0.381684775,24,120,2.44,2.856000457,FALSE
570,571,10.1.1.7,10.1.1.42,41,10,22,106,12,0,TRUE,0,TRUE,287,4,3.773584906,1.393728223,3,75,0,0,0.6902275,0.188759875,6,150,2.44,0.571200091,FALSE
571,572,10.1.1.7,10.1.1.40,41,14,10,106,10,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,0,,2.44,0,FALSE
572,573,10.1.1.7,10.1.1.30,41,10,42,106,22,0,TRUE,0,TRUE,287,9,8.490566038,3.135888502,4,44.44,0,0,2.235530667,0.530503383,11,122.22,2.44,1.285200206,FALSE
573,574,10.1.1.7,10.1.1.23,41,5,14,106,11,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,3,,2.44,0,FALSE
574,575,10.1.1.7,10.1.1.48,41,1,2,106,0,0,TRUE,0,TRUE,287,0,0,0,0,,0,,,,2,,2.44,0,FALSE
575,576,10.1.1.8,10.1.1.9,41,144,485,234,183,7,FALSE,0,TRUE,1184,217,92.73504274,18.3277027,157,72.35,0,0,2.990408424,0.731221361,85,39.17,2.44,7.511353567,FALSE
576,577,10.1.1.8,10.1.1.17,41,17,203,234,83,36,FALSE,0,TRUE,1184,55,23.5042735,4.64527027,35,63.64,0,0,2.563672436,0.802737313,65,118.18,2.44,1.903799291,FALSE
577,578,10.1.1.8,10.1.1.6,41,27,47,234,18,1,FALSE,0,TRUE,1184,23,9.829059829,1.942567568,17,73.91,0,0,3.41078487,0.851447867,6,26.09,2.44,0.796134249,FALSE
578,579,10.1.1.8,10.1.1.8,41,35,0,234,0,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.44,0,FALSE
579,580,10.1.1.8,10.1.1.43,41,12,101,234,42,0,TRUE,0,TRUE,1184,34,14.52991453,2.871621622,28,82.35,0,0,3.875183147,0.995377694,25,73.53,2.44,1.176894107,FALSE
580,581,10.1.1.8,10.1.1.15,41,9,0,234,0,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.44,0,FALSE
581,582,10.1.1.8,10.1.1.7,41,10,0,234,0,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.44,0,FALSE
582,583,10.1.1.8,10.1.1.33,41,29,150,234,46,1,FALSE,0,TRUE,1184,79,33.76068376,6.672297297,67,84.81,0,0,3.382966671,0.865476273,25,31.65,2.44,2.734548073,FALSE
583,584,10.1.1.8,10.1.1.49,41,36,0,234,0,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.44,0,FALSE
584,585,10.1.1.8,10.1.1.10,41,67,89,234,40,1,FALSE,0,TRUE,1184,17,7.264957265,1.435810811,15,88.24,0,0,1.557160471,0.198147932,32,188.24,2.44,0.588447054,FALSE
585,586,10.1.1.8,10.1.1.39,41,27,0,234,0,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.44,0,FALSE
586,587,10.1.1.8,10.1.1.14,41,44,0,234,0,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.44,0,FALSE
587,588,10.1.1.8,10.1.1.35,41,23,0,234,0,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.44,0,FALSE
588,589,10.1.1.8,10.1.1.36,41,28,0,234,0,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.44,0,FALSE
589,590,10.1.1.8,10.1.1.46,41,21,0,234,0,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.44,0,FALSE
590,591,10.1.1.8,10.1.1.29,41,109,334,234,147,0,TRUE,0,TRUE,1184,107,45.72649573,9.037162162,93,86.92,0,0,3.018621579,0.66740268,80,74.77,2.44,3.703754984,FALSE
591,592,10.1.1.8,10.1.1.32,41,40,0,234,0,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.44,0,FALSE
592,593,10.1.1.8,10.1.1.34,41,29,82,234,26,1,FALSE,0,TRUE,1184,37,15.81196581,3.125,31,83.78,0,0,2.661683865,0.757371391,19,51.35,2.44,1.280737705,FALSE
593,594,10.1.1.8,10.1.1.25,41,35,90,234,39,0,TRUE,0,TRUE,1184,18,7.692307692,1.52027027,12,66.67,0,0,2.008725,0.287960529,33,183.33,2.44,0.623061586,FALSE
594,595,10.1.1.8,10.1.1.26,41,30,0,234,0,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.44,0,FALSE
595,596,10.1.1.8,10.1.1.2,41,30,114,234,54,0,TRUE,0,TRUE,1184,41,17.52136752,3.462837838,31,75.61,0,0,1.876482146,0.48280956,19,46.34,2.44,1.419195835,FALSE
596,597,10.1.1.8,10.1.1.37,41,20,173,234,61,1,FALSE,0,TRUE,1184,76,32.47863248,6.418918919,66,86.84,0,0,3.228756934,0.740633136,36,47.37,2.44,2.630704475,FALSE
597,598,10.1.1.8,10.1.1.27,41,37,40,234,18,0,TRUE,0,TRUE,1184,10,4.273504274,0.844594595,9,90,0,0,2.3400583,0.293118515,12,120,2.44,0.346145326,FALSE
598,599,10.1.1.8,10.1.1.38,41,52,0,234,0,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.44,0,FALSE
599,600,10.1.1.8,10.1.1.1,41,12,0,234,0,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.44,0,FALSE
600,601,10.1.1.8,10.1.1.20,41,18,0,234,0,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.44,0,FALSE
601,602,10.1.1.8,10.1.1.18,41,16,0,234,0,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.44,0,FALSE
602,603,10.1.1.8,10.1.1.47,41,30,76,234,40,0,TRUE,0,TRUE,1184,29,12.39316239,2.449324324,14,48.28,0,0,2.468040828,1.081613283,7,24.14,2.44,1.003821444,FALSE
603,604,10.1.1.8,10.1.1.31,41,18,0,234,0,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,0,,2.44,0,FALSE
604,605,10.1.1.8,10.1.1.3,41,25,73,234,0,0,TRUE,0,TRUE,1184,234,100,19.76351351,0,0,234,100,1.832868233,0.662564984,0,0,2.44,8.09980062,TRUE
605,606,10.1.1.8,10.1.1.4,41,25,95,234,0,0,TRUE,0,TRUE,1184,234,100,19.76351351,0,0,234,100,2.995734405,0.86272802,0,0,2.44,8.09980062,TRUE
606,607,10.1.1.8,10.1.1.48,41,16,236,234,73,0,TRUE,0,TRUE,1184,125,53.41880342,10.55743243,118,94.4,0,0,3.42801128,0.775632468,38,30.4,2.44,4.326816571,FALSE
607,608,10.1.1.8,10.1.1.23,41,8,102,234,35,0,TRUE,0,TRUE,1184,34,14.52991453,2.871621622,32,94.12,0,0,3.648371882,0.805841534,33,97.06,2.44,1.176894107,FALSE
608,609,10.1.1.8,10.1.1.30,41,1,91,234,27,0,TRUE,0,TRUE,1184,44,18.8034188,3.716216216,44,100,0,0,4.2857165,0.862197107,20,45.45,2.44,1.523039433,FALSE
609,610,10.1.1.8,10.1.1.5,41,4,46,234,10,0,TRUE,0,TRUE,1184,29,12.39316239,2.449324324,27,93.1,0,0,4.118015586,1.05105118,7,24.14,2.44,1.003821444,FALSE
610,611,10.1.1.8,10.1.1.19,41,19,186,234,71,5,FALSE,0,TRUE,1184,64,27.35042735,5.405405405,62,96.88,1,1.56,3.354577547,0.661208257,51,79.69,2.44,2.215330084,FALSE
611,612,10.1.1.8,10.1.1.11,41,5,62,234,29,8,FALSE,0,TRUE,1184,20,8.547008547,1.689189189,19,95,0,0,3.0914754,0.609619261,13,65,2.44,0.692290651,FALSE
612,613,10.1.1.8,10.1.1.21,41,10,104,234,37,1,FALSE,0,TRUE,1184,32,13.67521368,2.702702703,28,87.5,0,0,3.063955,0.507560322,35,109.38,2.44,1.107665042,FALSE
613,614,10.1.1.8,10.1.1.41,41,10,79,234,28,0,TRUE,0,TRUE,1184,20,8.547008547,1.689189189,8,40,0,0,0.49981545,0.060408129,31,155,2.44,0.692290651,FALSE
614,615,10.1.1.8,10.1.1.12,41,7,33,234,0,0,TRUE,0,TRUE,1184,234,100,19.76351351,0,0,234,100,1.951890333,0.623263528,0,0,2.44,8.09980062,TRUE
615,616,10.1.1.8,10.1.1.13,41,4,7,234,4,0,TRUE,0,TRUE,1184,0,0,0,0,,0,,,,3,,2.44,0,FALSE
616,617,10.1.1.9,10.1.1.33,43,31,36,232,15,0,TRUE,0,TRUE,700,17,7.327586207,2.428571429,15,88.24,0,0,4.015861412,1.027065436,4,23.53,2.33,1.042305334,FALSE
617,618,10.1.1.9,10.1.1.9,43,64,112,232,48,1,FALSE,0,TRUE,700,36,15.51724138,5.142857143,27,75,0,0,2.474269,0.405328491,28,77.78,2.33,2.207234825,FALSE
618,619,10.1.1.9,10.1.1.17,43,1,0,232,0,0,TRUE,0,TRUE,700,0,0,0,0,,0,,,,0,,2.33,0,FALSE
619,620,10.1.1.9,10.1.1.49,43,25,58,232,22,0,TRUE,0,TRUE,700,23,9.913793103,3.285714286,23,100,0,0,2.664108957,0.527181183,13,56.52,2.33,1.410177805,FALSE
620,621,10.1.1.9,10.1.1.6,43,50,0,232,0,0,TRUE,0,TRUE,700,0,0,0,0,,0,,,,0,,2.33,0,FALSE
621,622,10.1.1.9,10.1.1.10,43,141,385,232,209,1,FALSE,0,TRUE,700,92,39.65517241,13.14285714,79,85.87,0,0,2.838714478,0.534675272,84,91.3,2.33,5.64071122,FALSE
622,623,10.1.1.9,10.1.1.15,43,9,0,232,0,0,TRUE,0,TRUE,700,0,0,0,0,,0,,,,0,,2.33,0,FALSE
623,624,10.1.1.9,10.1.1.7,43,30,0,232,0,0,TRUE,0,TRUE,700,0,0,0,0,,0,,,,0,,2.33,0,FALSE
624,625,10.1.1.9,10.1.1.14,43,34,0,232,0,0,TRUE,0,TRUE,700,0,0,0,0,,0,,,,0,,2.33,0,FALSE
625,626,10.1.1.9,10.1.1.29,43,72,56,232,30,0,TRUE,0,TRUE,700,8,3.448275862,1.142857143,6,75,0,0,2.509091375,0.336877982,18,225,2.33,0.490496628,FALSE
626,627,10.1.1.9,10.1.1.8,43,65,0,232,0,0,TRUE,0,TRUE,700,0,0,0,0,,0,,,,0,,2.33,0,FALSE
627,628,10.1.1.9,10.1.1.46,43,10,0,232,0,0,TRUE,0,TRUE,700,0,0,0,0,,0,,,,0,,2.33,0,FALSE
628,629,10.1.1.9,10.1.1.36,43,15,0,232,0,0,TRUE,0,TRUE,700,0,0,0,0,,0,,,,0,,2.33,0,FALSE
629,630,10.1.1.9,10.1.1.28,43,40,0,232,0,0,TRUE,0,TRUE,700,0,0,0,0,,0,,,,0,,2.33,0,FALSE
630,631,10.1.1.9,10.1.1.35,43,3,0,232,0,0,TRUE,0,TRUE,700,0,0,0,0,,0,,,,0,,2.33,0,FALSE
631,632,10.1.1.9,10.1.1.26,43,11,0,232,0,0,TRUE,0,TRUE,700,0,0,0,0,,0,,,,0,,2.33,0,FALSE
632,633,10.1.1.9,10.1.1.38,43,66,0,232,0,0,TRUE,0,TRUE,700,0,0,0,0,,0,,,,0,,2.33,0,FALSE
633,634,10.1.1.9,10.1.1.34,43,5,0,232,0,0,TRUE,0,TRUE,700,0,0,0,0,,0,,,,0,,2.33,0,FALSE
634,635,10.1.1.9,10.1.1.5,43,16,28,232,14,0,TRUE,0,TRUE,700,10,4.310344828,1.428571429,9,90,0,0,4.09205,0.904314848,4,40,2.33,0.613120785,FALSE
635,636,10.1.1.9,10.1.1.39,43,22,0,232,0,0,TRUE,0,TRUE,700,0,0,0,0,,0,,,,0,,2.33,0,FALSE
636,637,10.1.1.9,10.1.1.2,43,18,56,232,28,0,TRUE,0,TRUE,700,12,5.172413793,1.714285714,8,66.67,0,0,3.027833167,0.499139518,16,133.33,2.33,0.735744942,FALSE
637,638,10.1.1.9,10.1.1.47,43,22,0,232,0,0,TRUE,0,TRUE,700,0,0,0,0,,0,,,,0,,2.33,0,FALSE
638,639,10.1.1.9,10.1.1.27,43,35,160,232,62,0,TRUE,0,TRUE,700,64,27.5862069,9.142857143,54,84.38,0,0,2.503116969,0.588646717,34,53.12,2.33,3.923973023,FALSE
639,640,10.1.1.9,10.1.1.1,43,15,0,232,0,0,TRUE,0,TRUE,700,0,0,0,0,,0,,,,0,,2.33,0,FALSE
640,641,10.1.1.9,10.1.1.16,43,39,23,232,17,6,FALSE,0,TRUE,700,4,1.724137931,0.571428571,4,100,0,0,3.89223625,0.573601448,2,50,2.33,0.245248314,FALSE
641,642,10.1.1.9,10.1.1.32,43,46,52,232,23,0,TRUE,0,TRUE,700,15,6.465517241,2.142857143,15,100,0,0,1.9744162,0.306080759,14,93.33,2.33,0.919681177,FALSE
642,643,10.1.1.9,10.1.1.18,43,19,0,232,0,0,TRUE,0,TRUE,700,0,0,0,0,,0,,,,0,,2.33,0,FALSE
643,644,10.1.1.9,10.1.1.20,43,17,0,232,0,0,TRUE,0,TRUE,700,0,0,0,0,,0,,,,0,,2.33,0,FALSE
644,645,10.1.1.9,10.1.1.3,43,19,0,232,0,0,TRUE,0,TRUE,700,232,100,33.14285714,0,0,232,100,,,0,0,2.33,14.22440221,TRUE
645,646,10.1.1.9,10.1.1.31,43,9,9,232,2,0,TRUE,0,TRUE,700,3,1.293103448,0.428571429,3,100,0,0,4.518877,0.645553857,4,133.33,2.33,0.183936235,FALSE
646,647,10.1.1.9,10.1.1.4,43,11,34,232,0,0,TRUE,0,TRUE,700,232,100,33.14285714,0,0,232,100,2.792002875,0.576321601,0,0,2.33,14.22440221,TRUE
647,648,10.1.1.9,10.1.1.48,43,19,136,232,52,0,TRUE,0,TRUE,700,60,25.86206897,8.571428571,60,100,0,0,3.62403705,0.621368759,24,40,2.33,3.678724709,FALSE
648,649,10.1.1.9,10.1.1.43,43,5,48,232,29,0,TRUE,0,TRUE,700,16,6.896551724,2.285714286,12,75,0,0,3.447649188,0.662261804,3,18.75,2.33,0.980993256,FALSE
